,name,salary,min_salary,max_salary,currency_salary,link,source
615,Data-инженер,З/П не указана,,,,https://hh.ru/vacancy/69471604?from=vacancy_search_list&query=python,hh.ru
616,QA Automation engineer (Python),З/П не указана,,,,https://hh.ru/vacancy/76010769?from=vacancy_search_list&query=python,hh.ru
617,DevOps инженер,З/П не указана,,,,https://hh.ru/vacancy/76768258?from=vacancy_search_list&query=python,hh.ru
618,Backend-разработчика BI,З/П не указана,,,,https://hh.ru/vacancy/76696653?from=vacancy_search_list&query=python,hh.ru
619,Data Science Engineer (Computer Vision),З/П не указана,,,,https://hh.ru/vacancy/75918380?from=vacancy_search_list&query=python,hh.ru
620,Senior Data Scientist/ML Engineer SberDevices,З/П не указана,,,,https://hh.ru/vacancy/67924416?from=vacancy_search_list&query=python,hh.ru
621,Data analyst (middle/senior),З/П не указана,,,,https://hh.ru/vacancy/76969784?from=vacancy_search_list&query=python,hh.ru
622,Data Engineer,З/П не указана,,,,https://hh.ru/vacancy/72120422?from=vacancy_search_list&query=python,hh.ru
623,Senior Python Developer (Cashbox),З/П не указана,,,,https://hh.ru/vacancy/76560756?from=vacancy_search_list&query=python,hh.ru
624,"Ведущий аудитор (Oracle,MS SQL,Hadoop, Python)",от 109 000 руб.,109000.0,,руб.,https://hh.ru/vacancy/76564416?from=vacancy_search_list&query=python,hh.ru
625,Data scientist,З/П не указана,,,,https://hh.ru/vacancy/76602551?from=vacancy_search_list&query=python,hh.ru
626,Data scientist \ Аналитик данных,З/П не указана,,,,https://hh.ru/vacancy/76826677?from=vacancy_search_list&query=python,hh.ru
627,Unreal Engine Tooling/C++/Python Developer,З/П не указана,,,,https://hh.ru/vacancy/76467638?from=vacancy_search_list&query=python,hh.ru
628,Middle Data Scientist,З/П не указана,,,,https://hh.ru/vacancy/76768895?from=vacancy_search_list&query=python,hh.ru
629,Инженер по автоматизации тестирования/Test automation engineer (Python),З/П не указана,,,,https://hh.ru/vacancy/74339558?from=vacancy_search_list&query=python,hh.ru
630,Data Engineer (GoLang Developer),от 4 000 EUR,4000.0,,EUR,https://hh.ru/vacancy/73344564?from=vacancy_search_list&query=python,hh.ru
631,Python Middle developer департамент Интеграции (MTS AI),З/П не указана,,,,https://hh.ru/vacancy/75847797?from=vacancy_search_list&query=python,hh.ru
632,CV Engineer (SberDevices),З/П не указана,,,,https://hh.ru/vacancy/73080486?from=vacancy_search_list&query=python,hh.ru
633,Senior Python developer (ARMA),З/П не указана,,,,https://hh.ru/vacancy/75916375?from=vacancy_search_list&query=python,hh.ru
634,ML engineer,З/П не указана,,,,https://hh.ru/vacancy/73030104?from=vacancy_search_list&query=python,hh.ru
635,Программист CV на С++,до 170 000 руб.,,170000.0,руб.,https://hh.ru/vacancy/76597029?from=vacancy_search_list&query=python,hh.ru
636,"Software Development Engineer in Test (SDET) [Python, Linux]",З/П не указана,,,,https://hh.ru/vacancy/76488544?from=vacancy_search_list&query=python,hh.ru
637,Senior Golang/Python Developer,З/П не указана,,,,https://hh.ru/vacancy/76115632?from=vacancy_search_list&query=python,hh.ru
638,Senior Python-разработчик,З/П не указана,,,,https://hh.ru/vacancy/76420469?from=vacancy_search_list&query=python,hh.ru
639,DevOps инженер,до 200 000 руб.,,200000.0,руб.,https://hh.ru/vacancy/75942369?from=vacancy_search_list&query=python,hh.ru
640,ML инженер,З/П не указана,,,,https://hh.ru/vacancy/74088632?from=vacancy_search_list&query=python,hh.ru
641,Senior test automation engineer (Python),З/П не указана,,,,https://hh.ru/vacancy/75727351?from=vacancy_search_list&query=python,hh.ru
642,Middle Data Scientist / ML Engineer (Time series),З/П не указана,,,,https://hh.ru/vacancy/76628486?from=vacancy_search_list&query=python,hh.ru
643,"Senior ML Engineer (""Поиск"")",З/П не указана,,,,https://hh.ru/vacancy/75789492?from=vacancy_search_list&query=python,hh.ru
644,Python Middle Developer (Flask),З/П не указана,,,,https://hh.ru/vacancy/76520906?from=vacancy_search_list&query=python,hh.ru
645,Аналитик-разработчик SQL,З/П не указана,,,,https://hh.ru/vacancy/76436243?from=vacancy_search_list&query=python,hh.ru
646,SDET/QA automation engineer (Python),З/П не указана,,,,https://hh.ru/vacancy/74105628?from=vacancy_search_list&query=python,hh.ru
647,Аналитик данных / продукта (RecSys),З/П не указана,,,,https://hh.ru/vacancy/71221332?from=vacancy_search_list&query=python,hh.ru
648,Middle+/Senior Python Developer Центр HR TECH (Проект Цифровой Ассистент),З/П не указана,,,,https://hh.ru/vacancy/76450681?from=vacancy_search_list&query=python,hh.ru
649,Data инженер,З/П не указана,,,,https://hh.ru/vacancy/76133437?from=vacancy_search_list&query=python,hh.ru
650,Product Analyst,З/П не указана,,,,https://hh.ru/vacancy/76679101?from=vacancy_search_list&query=python,hh.ru
651,Data Scientist,З/П не указана,,,,https://hh.ru/vacancy/76461371?from=vacancy_search_list&query=python,hh.ru
652,Senior backend developer (Python+Go),З/П не указана,,,,https://hh.ru/vacancy/76090621?from=vacancy_search_list&query=python,hh.ru
653,Lead QA (Python),З/П не указана,,,,https://hh.ru/vacancy/75665602?from=vacancy_search_list&query=python,hh.ru
654,Системный разработчик отдела разработки клиентской части (VDI),З/П не указана,,,,https://hh.ru/vacancy/74416875?from=vacancy_search_list&query=python,hh.ru
655,Data-analyst (Кипр),З/П не указана,,,,https://hh.ru/vacancy/73710871?from=vacancy_search_list&query=python,hh.ru
656,QA Automation Engineer (Python),З/П не указана,,,,https://hh.ru/vacancy/76541305?from=vacancy_search_list&query=python,hh.ru
657,Middle Data Scientist,З/П не указана,,,,https://hh.ru/vacancy/76672110?from=vacancy_search_list&query=python,hh.ru
658,Database Engineer,150 000 – 165 000 руб.,150000.0,165000.0,руб.,https://hh.ru/vacancy/76447662?from=vacancy_search_list&query=python,hh.ru
659,"Старший инженер по автоматизации тестирования, Python, API, Ozon Bank",З/П не указана,,,,https://hh.ru/vacancy/76666032?from=vacancy_search_list&query=python,hh.ru
660,Senior Data Scientist (WAF),З/П не указана,,,,https://hh.ru/vacancy/74252167?from=vacancy_search_list&query=python,hh.ru
661,Data engineer,З/П не указана,,,,https://hh.ru/vacancy/67996146?from=vacancy_search_list&query=python,hh.ru
662,Data Engineer (VK Cloud),З/П не указана,,,,https://hh.ru/vacancy/76521166?from=vacancy_search_list&query=python,hh.ru
663,Data Scientist (Senior),З/П не указана,,,,https://hh.ru/vacancy/76406726?from=vacancy_search_list&query=python,hh.ru
664,Data Engineer,З/П не указана,,,,https://hh.ru/vacancy/76393969?from=vacancy_search_list&query=python,hh.ru
665,Senior Data Scientist (WAF),З/П не указана,,,,https://hh.ru/vacancy/74252169?from=vacancy_search_list&query=python,hh.ru
666,Data Scientist (Senior),З/П не указана,,,,https://hh.ru/vacancy/72821352?from=vacancy_search_list&query=python,hh.ru
667,Middle Data Scientist,З/П не указана,,,,https://hh.ru/vacancy/76379602?from=vacancy_search_list&query=python,hh.ru
668,Python разработчик junior,30 000 – 60 000 руб.,30000.0,60000.0,руб.,https://hh.ru/vacancy/76645865?from=vacancy_search_list&query=python,hh.ru
669,Junior Python Backend Developer,до 60 000 руб.,,60000.0,руб.,https://hh.ru/vacancy/77236116?from=vacancy_search_list&query=python,hh.ru
670,Python-разработчик (Junior),40 000 – 60 000 руб.,40000.0,60000.0,руб.,https://hh.ru/vacancy/76729452?from=vacancy_search_list&query=python,hh.ru
671,"Стажер-разработчик Python (компьютерное зрение), удалённо",от 15 000 руб.,15000.0,,руб.,https://hh.ru/vacancy/77172833?from=vacancy_search_list&query=python,hh.ru
672,Программист Python,от 45 000 руб.,45000.0,,руб.,https://hh.ru/vacancy/76608111?from=vacancy_search_list&query=python,hh.ru
673,Стажер-разработчик бэкенда (Python),З/П не указана,,,,https://hh.ru/vacancy/76349062?from=vacancy_search_list&query=python,hh.ru
674,Python developer,40 000 – 120 000 руб.,40000.0,120000.0,руб.,https://hh.ru/vacancy/76447635?from=vacancy_search_list&query=python,hh.ru
675,Разработчик Python,от 100 000 руб.,100000.0,,руб.,https://hh.ru/vacancy/77234310?from=vacancy_search_list&query=python,hh.ru
676,Разработчик Python,от 130 000 руб.,130000.0,,руб.,https://hh.ru/vacancy/77114699?from=vacancy_search_list&query=python,hh.ru
677,Python Middle Developer,100 000 – 150 000 руб.,100000.0,150000.0,руб.,https://hh.ru/vacancy/77271017?from=vacancy_search_list&query=python,hh.ru
678,Python разработчик,80 000 – 120 000 руб.,80000.0,120000.0,руб.,https://hh.ru/vacancy/77025219?from=vacancy_search_list&query=python,hh.ru
679,Machine Learning Engineer (Junior),до 80 000 руб.,,80000.0,руб.,https://hh.ru/vacancy/76494422?from=vacancy_search_list&query=python,hh.ru
680,Junior Python разработчик,от 60 000 руб.,60000.0,,руб.,https://hh.ru/vacancy/76886763?from=vacancy_search_list&query=python,hh.ru
681,Стажер-разработчик SQL (BI/OLAP),З/П не указана,,,,https://hh.ru/vacancy/77033228?from=vacancy_search_list&query=python,hh.ru
682,Junior Python Developer,З/П не указана,,,,https://hh.ru/vacancy/77125307?from=vacancy_search_list&query=python,hh.ru
683,Стажер-разработчик OLAP,З/П не указана,,,,https://hh.ru/vacancy/77032320?from=vacancy_search_list&query=python,hh.ru
684,Data Science Trainee,З/П не указана,,,,https://hh.ru/vacancy/76943642?from=vacancy_search_list&query=python,hh.ru
685,Data Analyst,З/П не указана,,,,https://hh.ru/vacancy/76491924?from=vacancy_search_list&query=python,hh.ru
686,Junior Data scientist (RecSys),З/П не указана,,,,https://hh.ru/vacancy/76975464?from=vacancy_search_list&query=python,hh.ru
687,Data Analyst (middle/senior),2 500 – 3 500 USD,2500.0,3500.0,USD,https://hh.ru/vacancy/76866211?from=vacancy_search_list&query=python,hh.ru
688,Junior Fullstack программист-разработчик,З/П не указана,,,,https://hh.ru/vacancy/76383406?from=vacancy_search_list&query=python,hh.ru
689,Python-разработчик (команда WorkSpace),З/П не указана,,,,https://hh.ru/vacancy/77091209?from=vacancy_search_list&query=python,hh.ru
690,Middle js+python разработчик (удаленка),50 000 – 100 000 руб.,50000.0,100000.0,руб.,https://hh.ru/vacancy/77014837?from=vacancy_search_list&query=python,hh.ru
691,Python разработчик на внутренний проект (удалённо),180 000 – 250 000 руб.,180000.0,250000.0,руб.,https://hh.ru/vacancy/77013948?from=vacancy_search_list&query=python,hh.ru
692,Аналитик в команду внедрения ботов (со знанием Python),З/П не указана,,,,https://hh.ru/vacancy/76533535?from=vacancy_search_list&query=python,hh.ru
693,Data engineer,З/П не указана,,,,https://hh.ru/vacancy/76492442?from=vacancy_search_list&query=python,hh.ru
694,Python разработчик,З/П не указана,,,,https://hh.ru/vacancy/77024939?from=vacancy_search_list&query=python,hh.ru
695,Python Backend Developer (Django),от 50 000 руб.,50000.0,,руб.,https://hh.ru/vacancy/76785900?from=vacancy_search_list&query=python,hh.ru
696,"Разработчик (junior) на Python / web программист в SaaS-сервис, удалённо",от 35 000 руб.,35000.0,,руб.,https://hh.ru/vacancy/76753345?from=vacancy_search_list&query=python,hh.ru
697,Аналитик данных (Data Analyst),З/П не указана,,,,https://hh.ru/vacancy/76736175?from=vacancy_search_list&query=python,hh.ru
698,Junior Python Developer (стажер),З/П не указана,,,,https://hh.ru/vacancy/76852457?from=vacancy_search_list&query=python,hh.ru
699,Python разработчик (бэк + SQL),З/П не указана,,,,https://hh.ru/vacancy/76983698?from=vacancy_search_list&query=python,hh.ru
700,Quantitative Analyst,5 000 – 8 000 EUR,5000.0,8000.0,EUR,https://hh.ru/vacancy/76506452?from=vacancy_search_list&query=python,hh.ru
701,Специалист сопровождения (ИТ-портала),до 280 000 руб.,,280000.0,руб.,https://hh.ru/vacancy/77289965?from=vacancy_search_list&query=python,hh.ru
702,Разработчик С++,З/П не указана,,,,https://hh.ru/vacancy/76345440?from=vacancy_search_list&query=python,hh.ru
703,Тестировщик игр,З/П не указана,,,,https://hh.ru/vacancy/77219444?from=vacancy_search_list&query=python,hh.ru
704,ML-engineer,З/П не указана,,,,https://hh.ru/vacancy/73197327?from=vacancy_search_list&query=python,hh.ru
705,ML-Researcher (NLP),170 000 – 210 000 руб.,170000.0,210000.0,руб.,https://hh.ru/vacancy/76471092?from=vacancy_search_list&query=python,hh.ru
706,Lead data scientist,300 000 – 350 000 руб.,300000.0,350000.0,руб.,https://hh.ru/vacancy/76815797?from=vacancy_search_list&query=python,hh.ru
707,Тестировщик,З/П не указана,,,,https://hh.ru/vacancy/76453814?from=vacancy_search_list&query=python,hh.ru
708,Системный администратор (Администратор Zabbix),60 000 – 100 000 руб.,60000.0,100000.0,руб.,https://hh.ru/vacancy/76813393?from=vacancy_search_list&query=python,hh.ru
709,Marketing Analyst,З/П не указана,,,,https://hh.ru/vacancy/77235978?from=vacancy_search_list&query=python,hh.ru
710,Python-разработчик в команду Разработки клиентских сервисов,З/П не указана,,,,https://hh.ru/vacancy/77229115?from=vacancy_search_list&query=python,hh.ru
711,Python developer (remote),от 1 000 USD,1000.0,,USD,https://hh.ru/vacancy/77245811?from=vacancy_search_list&query=python,hh.ru
712,Трейдер-аналитик,от 50 000 руб.,50000.0,,руб.,https://hh.ru/vacancy/77374726?from=vacancy_search_list&query=python,hh.ru
713,Аналитик отдела валидации,З/П не указана,,,,https://hh.ru/vacancy/69534347?from=vacancy_search_list&query=python,hh.ru
714,Cистемный администратор Linux,З/П не указана,,,,https://hh.ru/vacancy/76486040?from=vacancy_search_list&query=python,hh.ru
715,Руководитель отдела анализа данных/CDS,З/П не указана,,,,https://hh.ru/vacancy/77023297?from=vacancy_search_list&query=python,hh.ru
716,Senior Python разработчик,З/П не указана,,,,https://hh.ru/vacancy/76287212?from=vacancy_search_list&query=python,hh.ru
717,Менеджер по информационной безопасности,от 30 000 руб.,30000.0,,руб.,https://hh.ru/vacancy/76396662?from=vacancy_search_list&query=python,hh.ru
718,DevOps-инженер,З/П не указана,,,,https://hh.ru/vacancy/77354361?from=vacancy_search_list&query=python,hh.ru
719,Аналитик в проектный офис,З/П не указана,,,,https://hh.ru/vacancy/76828184?from=vacancy_search_list&query=python,hh.ru
720,DevOps/Site Reliability Engineer (SRE),З/П не указана,,,,https://hh.ru/vacancy/77287290?from=vacancy_search_list&query=python,hh.ru
721,DevOps инженер (middle+),З/П не указана,,,,https://hh.ru/vacancy/76864047?from=vacancy_search_list&query=python,hh.ru
722,Инженер Linux / DevOps,от 150 000 руб.,150000.0,,руб.,https://hh.ru/vacancy/77327728?from=vacancy_search_list&query=python,hh.ru
723,Аналитик качества данных,З/П не указана,,,,https://hh.ru/vacancy/77197111?from=vacancy_search_list&query=python,hh.ru
724,DevOps инженер,З/П не указана,,,,https://hh.ru/vacancy/76379420?from=vacancy_search_list&query=python,hh.ru
725,Системный администратор / DevOps Engineer Junior,от 35 000 руб.,35000.0,,руб.,https://hh.ru/vacancy/69389773?from=vacancy_search_list&query=python,hh.ru
726,Аналитик данных,З/П не указана,,,,https://hh.ru/vacancy/76967270?from=vacancy_search_list&query=python,hh.ru
727,Front-end Software Engineer,З/П не указана,,,,https://hh.ru/vacancy/77281643?from=vacancy_search_list&query=python,hh.ru
728,Педагог по программированию для детей 6-13 лет,80 000 – 120 000 руб.,80000.0,120000.0,руб.,https://hh.ru/vacancy/76470200?from=vacancy_search_list&query=python,hh.ru
729,Ведущий системный администратор Linux,270 000 – 330 000 руб.,270000.0,330000.0,руб.,https://hh.ru/vacancy/77183176?from=vacancy_search_list&query=python,hh.ru
730,Аналитик данных,З/П не указана,,,,https://hh.ru/vacancy/76651470?from=vacancy_search_list&query=python,hh.ru
731,DevSecOps,З/П не указана,,,,https://hh.ru/vacancy/76406255?from=vacancy_search_list&query=python,hh.ru
732,C++ Senior Software Programmer,от 6 300 EUR,6300.0,,EUR,https://hh.ru/vacancy/76684492?from=vacancy_search_list&query=python,hh.ru
733,Game Product Analyst,З/П не указана,,,,https://hh.ru/vacancy/76653183?from=vacancy_search_list&query=python,hh.ru
734,Automation QA Specialist,З/П не указана,,,,https://hh.ru/vacancy/52346968?from=vacancy_search_list&query=python,hh.ru
735,Middle DevOps Engineer,103 500 – 200 000 руб.,103500.0,200000.0,руб.,https://hh.ru/vacancy/76477786?from=vacancy_search_list&query=python,hh.ru
736,Программист Perl,от 150 000 руб.,150000.0,,руб.,https://hh.ru/vacancy/67617122?from=vacancy_search_list&query=python,hh.ru
737,Программист API/API Developer,З/П не указана,,,,https://hh.ru/vacancy/77280332?from=vacancy_search_list&query=python,hh.ru
738,Rust Developer,от 2 000 EUR,2000.0,,EUR,https://hh.ru/vacancy/77199590?from=vacancy_search_list&query=python,hh.ru
739,Сетевой инженер-программист,от 160 000 руб.,160000.0,,руб.,https://hh.ru/vacancy/77279011?from=vacancy_search_list&query=python,hh.ru
740,QA automation engineer,от 120 000 руб.,120000.0,,руб.,https://hh.ru/vacancy/77215426?from=vacancy_search_list&query=python,hh.ru
741,"Machine learning engineer (проект ""Группы"")",З/П не указана,,,,https://hh.ru/vacancy/68447647?from=vacancy_search_list&query=python,hh.ru
742,"Senior Python Developer / Data Engineer в команду Data Catalog, платформа ML Space",З/П не указана,,,,https://hh.ru/vacancy/71902418?from=vacancy_search_list&query=python,hh.ru
743,QA Automation Engineer,З/П не указана,,,,https://hh.ru/vacancy/74803721?from=vacancy_search_list&query=python,hh.ru
744,Data Engineer в Практикум,З/П не указана,,,,https://hh.ru/vacancy/77037098?from=vacancy_search_list&query=python,hh.ru
745,"Machine learning engineer (проект ""Группы"")",З/П не указана,,,,https://hh.ru/vacancy/68447646?from=vacancy_search_list&query=python,hh.ru
746,Инженер по нагрузочному тестированию,З/П не указана,,,,https://hh.ru/vacancy/76558448?from=vacancy_search_list&query=python,hh.ru
747,"Инженер-разработчик Data Science (проект ""Лента"")",З/П не указана,,,,https://hh.ru/vacancy/48788339?from=vacancy_search_list&query=python,hh.ru
748,Senior Data Scientist,З/П не указана,,,,https://hh.ru/vacancy/76333170?from=vacancy_search_list&query=python,hh.ru
749,Аналитик-разработчик,З/П не указана,,,,https://hh.ru/vacancy/76519651?from=vacancy_search_list&query=python,hh.ru
750,Разработчик C (удаленная работа),до 350 000 руб.,,350000.0,руб.,https://hh.ru/vacancy/76397262?from=vacancy_search_list&query=python,hh.ru
751,Data Engineer,З/П не указана,,,,https://hh.ru/vacancy/74923706?from=vacancy_search_list&query=python,hh.ru
752,Системный администратор Linux,от 150 000 руб.,150000.0,,руб.,https://hh.ru/vacancy/76436539?from=vacancy_search_list&query=python,hh.ru
753,Game analyst,З/П не указана,,,,https://hh.ru/vacancy/76637243?from=vacancy_search_list&query=python,hh.ru
754,Linux инженер,З/П не указана,,,,https://hh.ru/vacancy/76381460?from=vacancy_search_list&query=python,hh.ru
755,Аналитик данных,З/П не указана,,,,https://hh.ru/vacancy/73204336?from=vacancy_search_list&query=python,hh.ru
756,Разработчик в команду робототехники Маркета,З/П не указана,,,,https://hh.ru/vacancy/70366583?from=vacancy_search_list&query=python,hh.ru
757,Data Analyst в команду Боты.KnowledgeAssistant,З/П не указана,,,,https://hh.ru/vacancy/77358542?from=vacancy_search_list&query=python,hh.ru
758,QA engineer,З/П не указана,,,,https://hh.ru/vacancy/77033072?from=vacancy_search_list&query=python,hh.ru
759,Cистемный администратор Linux,З/П не указана,,,,https://hh.ru/vacancy/76486039?from=vacancy_search_list&query=python,hh.ru
760,Системный администратор/SRE,200 000 – 260 000 руб.,200000.0,260000.0,руб.,https://hh.ru/vacancy/77321255?from=vacancy_search_list&query=python,hh.ru
761,DeVops,З/П не указана,,,,https://hh.ru/vacancy/75607710?from=vacancy_search_list&query=python,hh.ru
762,DWH разработчик / DWH инженер / Data Engineer,от 110 000 руб.,110000.0,,руб.,https://hh.ru/vacancy/76291841?from=vacancy_search_list&query=python,hh.ru
763,Администратор по управлению уязвимостями ИБ,З/П не указана,,,,https://hh.ru/vacancy/74316773?from=vacancy_search_list&query=python,hh.ru
764,Аналитик второй линии поддержки,от 65 000 руб.,65000.0,,руб.,https://hh.ru/vacancy/77022274?from=vacancy_search_list&query=python,hh.ru
765,Руководитель Департамента аналитики в Практикум,З/П не указана,,,,https://hh.ru/vacancy/76591632?from=vacancy_search_list&query=python,hh.ru
766,Network Administrator / Сетевой инженер,З/П не указана,,,,https://hh.ru/vacancy/75901768?from=vacancy_search_list&query=python,hh.ru
767,Аналитик данных,З/П не указана,,,,https://hh.ru/vacancy/76694853?from=vacancy_search_list&query=python,hh.ru
768,Operations Analyst,З/П не указана,,,,https://hh.ru/vacancy/77139274?from=vacancy_search_list&query=python,hh.ru
769,Backend Разработчик: Junior Ruby on Rails + Solidity (smart contracts),З/П не указана,,,,https://hh.ru/vacancy/77210825?from=vacancy_search_list&query=python,hh.ru
770,Middle / Senior QA Engineer,150 000 – 220 000 руб.,150000.0,220000.0,руб.,https://hh.ru/vacancy/77200131?from=vacancy_search_list&query=python,hh.ru
771,Инженер системы мониторинга (направление кибербезопасность),от 80 000 руб.,80000.0,,руб.,https://hh.ru/vacancy/77290818?from=vacancy_search_list&query=python,hh.ru
772,Инженер (devOps),З/П не указана,,,,https://hh.ru/vacancy/77068301?from=vacancy_search_list&query=python,hh.ru
773,Senior PHP Developer / PHP программист,3 000 – 5 000 EUR,3000.0,5000.0,EUR,https://hh.ru/vacancy/76779296?from=vacancy_search_list&query=python,hh.ru
774,Data Engineer в Практикум,З/П не указана,,,,https://hh.ru/vacancy/77037098?from=vacancy_search_list&query=python,hh.ru
775,Системный администратор Linux,от 70 000 руб.,70000.0,,руб.,https://hh.ru/vacancy/75698766?from=vacancy_search_list&query=python,hh.ru
776,Системный архитектор/СТО,от 400 000 руб.,400000.0,,руб.,https://hh.ru/vacancy/75896764?from=vacancy_search_list&query=python,hh.ru
777,Senior Python разработчик,З/П не указана,,,,https://hh.ru/vacancy/77206360?from=vacancy_search_list&query=python,hh.ru
778,Программист С++,от 80 000 руб.,80000.0,,руб.,https://hh.ru/vacancy/76848247?from=vacancy_search_list&query=python,hh.ru
779,"Data scientist (проект ""Антиспам"")",З/П не указана,,,,https://hh.ru/vacancy/69774675?from=vacancy_search_list&query=python,hh.ru
780,Продуктовый аналитик,З/П не указана,,,,https://hh.ru/vacancy/76218409?from=vacancy_search_list&query=python,hh.ru
781,Senior DevOps,до 400 000 руб.,,400000.0,руб.,https://hh.ru/vacancy/77014448?from=vacancy_search_list&query=python,hh.ru
782,CI Engineer,от 5 000 USD,5000.0,,USD,https://hh.ru/vacancy/76770084?from=vacancy_search_list&query=python,hh.ru
783,Инженер сопровождения и автоматизации,З/П не указана,,,,https://hh.ru/vacancy/77145937?from=vacancy_search_list&query=python,hh.ru
784,DBA PostgreSQL/Администратор баз данных,З/П не указана,,,,https://hh.ru/vacancy/66987957?from=vacancy_search_list&query=python,hh.ru
785,Fraud Activity Analyst,З/П не указана,,,,https://hh.ru/vacancy/76704863?from=vacancy_search_list&query=python,hh.ru
786,QA Engineer (Junior),З/П не указана,,,,https://hh.ru/vacancy/76590365?from=vacancy_search_list&query=python,hh.ru
787,Аналитик в группу аналитики рынка,З/П не указана,,,,https://hh.ru/vacancy/76829091?from=vacancy_search_list&query=python,hh.ru
788,Разработчик fullstack,40 000 – 80 000 руб.,40000.0,80000.0,руб.,https://hh.ru/vacancy/76984981?from=vacancy_search_list&query=python,hh.ru
789,Системный программист / разработчик С/C++ (LINUX),от 80 000 руб.,80000.0,,руб.,https://hh.ru/vacancy/77092805?from=vacancy_search_list&query=python,hh.ru
790,Инженер внедрения программного обеспечения,до 170 000 руб.,,170000.0,руб.,https://hh.ru/vacancy/75556406?from=vacancy_search_list&query=python,hh.ru
791,C++ Разработчик в Браузер,З/П не указана,,,,https://hh.ru/vacancy/76204817?from=vacancy_search_list&query=python,hh.ru
792,Руководитель группы/лаборатории Reinforcement Learning,от 200 000 руб.,200000.0,,руб.,https://hh.ru/vacancy/76949717?from=vacancy_search_list&query=python,hh.ru
793,Преподаватель по программированию,20 000 – 70 000 руб.,20000.0,70000.0,руб.,https://hh.ru/vacancy/76844666?from=vacancy_search_list&query=python,hh.ru
794,Lead data scientist (Анализ цены и Trade in),З/П не указана,,,,https://hh.ru/vacancy/76954383?from=vacancy_search_list&query=python,hh.ru
795,Системный администратор СУБД (Junior),З/П не указана,,,,https://hh.ru/vacancy/77303268?from=vacancy_search_list&query=python,hh.ru
796,Реверс-инженер,100 000 – 160 000 руб.,100000.0,160000.0,руб.,https://hh.ru/vacancy/54462736?from=vacancy_search_list&query=python,hh.ru
797,Tools Programmer C++ (Мир танков),З/П не указана,,,,https://hh.ru/vacancy/77120762?from=vacancy_search_list&query=python,hh.ru
798,Build Engineer (Tanks Blitz),З/П не указана,,,,https://hh.ru/vacancy/72433986?from=vacancy_search_list&query=python,hh.ru
799,Продуктовый аналитик в Едадил,З/П не указана,,,,https://hh.ru/vacancy/77026097?from=vacancy_search_list&query=python,hh.ru
